"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"SETD4","Approved symbol","SETD4","SET domain containing 4","HGNC:1258","21q22.12"
"SETD5","Approved symbol","SETD5","SET domain containing 5","HGNC:25566","3p25.3"
"SETD6","Approved symbol","SETD6","SET domain containing 6, protein lysine methyltransferase","HGNC:26116","16q21"
"SETD7","Approved symbol","SETD7","SET domain containing 7, histone lysine methyltransferase","HGNC:30412","4q31.1"
"SETDB1","Approved symbol","SETDB1","SET domain bifurcated histone lysine methyltransferase 1","HGNC:10761","1q21.3"
"SETDB2","Approved symbol","SETDB2","SET domain bifurcated histone lysine methyltransferase 2","HGNC:20263","13q14.2"
"SETX","Approved symbol","SETX","senataxin","HGNC:445","9q34.13"
"SF3B1","Approved symbol","SF3B1","splicing factor 3b subunit 1","HGNC:10768","2q33.1"
"SF3B1","Alias symbol","SF3B2","splicing factor 3b subunit 2","HGNC:10769","11q13.1"
"SF3B2","Approved symbol","SF3B2","splicing factor 3b subunit 2","HGNC:10769","11q13.1"
"SFPQ","Approved symbol","SFPQ","splicing factor proline and glutamine rich","HGNC:10774","1p34.3"
"SFRP1","Approved symbol","SFRP1","secreted frizzled related protein 1","HGNC:10776","8p11.21"
"SFRP2","Approved symbol","SFRP2","secreted frizzled related protein 2","HGNC:10777","4q31.3"
"SFRP4","Approved symbol","SFRP4","secreted frizzled related protein 4","HGNC:10778","7p14.1"
"SFTPA1","Approved symbol","SFTPA1","surfactant protein A1","HGNC:10798","10q22.3"
"SFTPA2","Approved symbol","SFTPA2","surfactant protein A2","HGNC:10799","10q22.3"
"SFTPB","Approved symbol","SFTPB","surfactant protein B","HGNC:10801","2p11.2"
"SFTPC","Approved symbol","SFTPC","surfactant protein C","HGNC:10802","8p21.3"
"SGCA","Approved symbol","SGCA","sarcoglycan alpha","HGNC:10805","17q21.33"
"SGCB","Approved symbol","SGCB","sarcoglycan beta","HGNC:10806","4q12"
"SGCD","Approved symbol","SGCD","sarcoglycan delta","HGNC:10807","5q33.2-q33.3"
"SGCE","Approved symbol","SGCE","sarcoglycan epsilon","HGNC:10808","7q21.3"
"SGCG","Approved symbol","SGCG","sarcoglycan gamma","HGNC:10809","13q12.12"
"SGK1","Approved symbol","SGK1","serum/glucocorticoid regulated kinase 1","HGNC:10810","6q23.2"
"SGSH","Approved symbol","SGSH","N-sulfoglucosamine sulfohydrolase","HGNC:10818","17q25.3"
"SH2B3","Approved symbol","SH2B3","SH2B adaptor protein 3","HGNC:29605","12q24.12"
"SH2D1A","Approved symbol","SH2D1A","SH2 domain containing 1A","HGNC:10820","Xq25"
"SH3BP2","Approved symbol","SH3BP2","SH3 domain binding protein 2","HGNC:10825","4p16.3"
"SH3GL1","Approved symbol","SH3GL1","SH3 domain containing GRB2 like 1, endophilin A2","HGNC:10830","19p13.3"
"SH3TC2","Approved symbol","SH3TC2","SH3 domain and tetratricopeptide repeats 2","HGNC:29427","5q32"
"SHH","Approved symbol","SHH","sonic hedgehog signaling molecule","HGNC:10848","7q36.3"
"SHOC2","Approved symbol","SHOC2","SHOC2 leucine rich repeat scaffold protein","HGNC:15454","10q25.2"
"SHQ1","Approved symbol","SHQ1","SHQ1, H/ACA ribonucleoprotein assembly factor","HGNC:25543","3p13"
"SHROOM4","Approved symbol","SHROOM4","shroom family member 4","HGNC:29215","Xp11.22"
"SHTN1","Approved symbol","SHTN1","shootin 1","HGNC:29319","10q25.3"
"SIAE","Approved symbol","SIAE","sialic acid acetylesterase","HGNC:18187","11q24.2"
"SIK1","Approved symbol","SIK1","salt inducible kinase 1","HGNC:11142","21q22.3"
"SIL1","Approved symbol","SIL1","SIL1 nucleotide exchange factor","HGNC:24624","5q31.2"
"SIRPA","Approved symbol","SIRPA","signal regulatory protein alpha","HGNC:9662","20p13"
"SIX1","Approved symbol","SIX1","SIX homeobox 1","HGNC:10887","14q23.1"
"SIX2","Approved symbol","SIX2","SIX homeobox 2","HGNC:10888","2p21"
"SIX3","Approved symbol","SIX3","SIX homeobox 3","HGNC:10889","2p21"
"SIX5","Approved symbol","SIX5","SIX homeobox 5","HGNC:10891","19q13.32"
"SIX6","Approved symbol","SIX6","SIX homeobox 6","HGNC:10892","14q23.1"
"SKI","Approved symbol","SKI","SKI proto-oncogene","HGNC:10896","1p36.33-p36.32"
"SKI","Alias symbol","HHAT","hedgehog acyltransferase","HGNC:18270","1q32.2"
"SLC11A2","Approved symbol","SLC11A2","solute carrier family 11 member 2","HGNC:10908","12q13.12"
"SLC12A1","Approved symbol","SLC12A1","solute carrier family 12 member 1","HGNC:10910","15q21.1"
"SLC12A3","Approved symbol","SLC12A3","solute carrier family 12 member 3","HGNC:10912","16q13"
"SLC12A6","Approved symbol","SLC12A6","solute carrier family 12 member 6","HGNC:10914","15q14"
"SLC16A2","Approved symbol","SLC16A2","solute carrier family 16 member 2","HGNC:10923","Xq13.2"
"SLC17A5","Approved symbol","SLC17A5","solute carrier family 17 member 5","HGNC:10933","6q13"
"SLC19A2","Approved symbol","SLC19A2","solute carrier family 19 member 2","HGNC:10938","1q24.2"
"SLC19A3","Approved symbol","SLC19A3","solute carrier family 19 member 3","HGNC:16266","2q36.3"
"SLC1A2","Approved symbol","SLC1A2","solute carrier family 1 member 2","HGNC:10940","11p13"
"SLC1A3","Approved symbol","SLC1A3","solute carrier family 1 member 3","HGNC:10941","5p13.2"
"SLC22A18","Previous symbol","SLC67A1","solute carrier family 67 member 1","HGNC:10964","11p15.4"
"SLC22A4","Approved symbol","SLC22A4","solute carrier family 22 member 4","HGNC:10968","5q31.1"
"SLC25A13","Approved symbol","SLC25A13","solute carrier family 25 member 13","HGNC:10983","7q21.3"
"SLC25A4","Approved symbol","SLC25A4","solute carrier family 25 member 4","HGNC:10990","4q35.1"
"SLC26A2","Approved symbol","SLC26A2","solute carrier family 26 member 2","HGNC:10994","5q32"
"SLC26A3","Approved symbol","SLC26A3","solute carrier family 26 member 3","HGNC:3018","7q22.3-q31.1"
"SLC26A4","Approved symbol","SLC26A4","solute carrier family 26 member 4","HGNC:8818","7q22.3"
"SLC29A3","Approved symbol","SLC29A3","solute carrier family 29 member 3","HGNC:23096","10q22.1"
"SLC2A1","Approved symbol","SLC2A1","solute carrier family 2 member 1","HGNC:11005","1p34.2"
"SLC2A2","Approved symbol","SLC2A2","solute carrier family 2 member 2","HGNC:11006","3q26.2"
"SLC2A4","Approved symbol","SLC2A4","solute carrier family 2 member 4","HGNC:11009","17p13.1"
"SLC2A9","Approved symbol","SLC2A9","solute carrier family 2 member 9","HGNC:13446","4p16.1"
"SLC33A1","Approved symbol","SLC33A1","solute carrier family 33 member 1","HGNC:95","3q25.31"
"SLC34A1","Approved symbol","SLC34A1","solute carrier family 34 member 1","HGNC:11019","5q35.3"
"SLC34A2","Approved symbol","SLC34A2","solute carrier family 34 member 2","HGNC:11020","4p15.2"
"SLC34A3","Approved symbol","SLC34A3","solute carrier family 34 member 3","HGNC:20305","9q34.3"
"SLC35A1","Approved symbol","SLC35A1","solute carrier family 35 member A1","HGNC:11021","6q15"
"SLC35C1","Approved symbol","SLC35C1","solute carrier family 35 member C1","HGNC:20197","11p11.2"
"SLC37A4","Approved symbol","SLC37A4","solute carrier family 37 member 4","HGNC:4061","11q23.3"
"SLC3A1","Approved symbol","SLC3A1","solute carrier family 3 member 1","HGNC:11025","2p21"
"SLC40A1","Approved symbol","SLC40A1","solute carrier family 40 member 1","HGNC:10909","2q32.2"
"SLC44A3","Approved symbol","SLC44A3","solute carrier family 44 member 3","HGNC:28689","1p21.3"
"SLC45A2","Approved symbol","SLC45A2","solute carrier family 45 member 2","HGNC:16472","5p13.2"
"SLC45A3","Approved symbol","SLC45A3","solute carrier family 45 member 3","HGNC:8642","1q32.1"
"SLC49A4","Approved symbol","SLC49A4","solute carrier family 49 member 4","HGNC:16628","3q21.1"
"SLC4A1","Approved symbol","SLC4A1","solute carrier family 4 member 1 (Diego blood group)","HGNC:11027","17q21.31"
"SLC4A11","Approved symbol","SLC4A11","solute carrier family 4 member 11","HGNC:16438","20p13"
"SLC4A4","Approved symbol","SLC4A4","solute carrier family 4 member 4","HGNC:11030","4q13.3"
"SLC52A1","Approved symbol","SLC52A1","solute carrier family 52 member 1","HGNC:30225","17p13.2"
"SLC52A3","Approved symbol","SLC52A3","solute carrier family 52 member 3","HGNC:16187","20p13"
"SLC5A2","Approved symbol","SLC5A2","solute carrier family 5 member 2","HGNC:11037","16p11.2"
"SLC5A5","Approved symbol","SLC5A5","solute carrier family 5 member 5","HGNC:11040","19p13.11"
"SLC6A19","Approved symbol","SLC6A19","solute carrier family 6 member 19","HGNC:27960","5p15.33"
"SLC6A2","Approved symbol","SLC6A2","solute carrier family 6 member 2","HGNC:11048","16q12.2"
"SLC6A8","Approved symbol","SLC6A8","solute carrier family 6 member 8","HGNC:11055","Xq28"
"SLC7A9","Approved symbol","SLC7A9","solute carrier family 7 member 9","HGNC:11067","19q13.11"
"SLC9A3","Approved symbol","SLC9A3","solute carrier family 9 member A3","HGNC:11073","5p15.33"
"SLC9A6","Approved symbol","SLC9A6","solute carrier family 9 member A6","HGNC:11079","Xq26.3"
"SLFN11","Approved symbol","SLFN11","schlafen family member 11","HGNC:26633","17q12"
"SLIT2","Approved symbol","SLIT2","slit guidance ligand 2","HGNC:11086","4p15.31"
"SLIT2","Alias symbol","SLIT3","slit guidance ligand 3","HGNC:11087","5q34-q35.1"
"SLIT3","Approved symbol","SLIT3","slit guidance ligand 3","HGNC:11087","5q34-q35.1"
"SLIT3","Alias symbol","SLIT1","slit guidance ligand 1","HGNC:11085","10q24.1"
"SLITRK1","Approved symbol","SLITRK1","SLIT and NTRK like family member 1","HGNC:20297","13q31.1"
"SLURP1","Approved symbol","SLURP1","secreted LY6/PLAUR domain containing 1","HGNC:18746","8q24.3"
"SLX4","Approved symbol","SLX4","SLX4 structure-specific endonuclease subunit","HGNC:23845","16p13.3"
"SMAD1","Approved symbol","SMAD1","SMAD family member 1","HGNC:6767","4q31.21"
"SMAD1","Alias symbol","GARS1","glycyl-tRNA synthetase 1","HGNC:4162","7p14.3"
"SMAD2","Approved symbol","SMAD2","SMAD family member 2","HGNC:6768","18q21.1"
"SMAD3","Approved symbol","SMAD3","SMAD family member 3","HGNC:6769","15q22.33"
"SMAD4","Approved symbol","SMAD4","SMAD family member 4","HGNC:6770","18q21.2"
"SMAD7","Approved symbol","SMAD7","SMAD family member 7","HGNC:6773","18q21.1"
"SMAD9","Approved symbol","SMAD9","SMAD family member 9","HGNC:6774","13q13.3"
"SMARCA1","Approved symbol","SMARCA1","SNF2 related chromatin remodeling ATPase 1","HGNC:11097","Xq25-q26.1"
"SMARCA2","Approved symbol","SMARCA2","SWI/SNF related BAF chromatin remodeling complex subunit ATPase 2","HGNC:11098","9p24.3"
"SMARCA4","Approved symbol","SMARCA4","SWI/SNF related BAF chromatin remodeling complex subunit ATPase 4","HGNC:11100","19p13.2"
"SMARCB1","Approved symbol","SMARCB1","SWI/SNF related BAF chromatin remodeling complex subunit B1","HGNC:11103","22q11.23"
"SMARCD1","Approved symbol","SMARCD1","SWI/SNF related BAF chromatin remodeling complex subunit D1","HGNC:11106","12q13.12"
"SMARCE1","Approved symbol","SMARCE1","SWI/SNF related BAF chromatin remodeling complex subunit E1","HGNC:11109","17q21.2"
"SMC1A","Approved symbol","SMC1A","structural maintenance of chromosomes 1A","HGNC:11111","Xp11.22"
"SMC3","Approved symbol","SMC3","structural maintenance of chromosomes 3","HGNC:2468","10q25.2"
"SMG1","Approved symbol","SMG1","SMG1 nonsense mediated mRNA decay associated PI3K related kinase","HGNC:30045","16p12.3"
"SMN1","Approved symbol","SMN1","survival of motor neuron 1, telomeric","HGNC:11117","5q13.2"
"SMN2","Approved symbol","SMN2","survival of motor neuron 2, centromeric","HGNC:11118","5q13.2"
"SMO","Approved symbol","SMO","smoothened, frizzled class receptor","HGNC:11119","7q32.1"
"SMO","Alias symbol","SMOX","spermine oxidase","HGNC:15862","20p13"
"SMOC1","Approved symbol","SMOC1","SPARC related modular calcium binding 1","HGNC:20318","14q24.1"
"SMPD1","Approved symbol","SMPD1","sphingomyelin phosphodiesterase 1","HGNC:11120","11p15.4"
"SMS","Approved symbol","SMS","spermine synthase","HGNC:11123","Xp22.11"
"SMS","Alias symbol","RAI1","retinoic acid induced 1","HGNC:9834","17p11.2"
"SMURF1","Approved symbol","SMURF1","SMAD specific E3 ubiquitin protein ligase 1","HGNC:16807","7q22.1"
"SMYD3","Approved symbol","SMYD3","SET and MYND domain containing 3","HGNC:15513","1q44"
"SNAI2","Approved symbol","SNAI2","snail family transcriptional repressor 2","HGNC:11094","8q11.21"
"SNCA","Approved symbol","SNCA","synuclein alpha","HGNC:11138","4q22.1"
"SNCAIP","Approved symbol","SNCAIP","synuclein alpha interacting protein","HGNC:11139","5q23.2"
"SND1","Approved symbol","SND1","staphylococcal nuclease and tudor domain containing 1","HGNC:30646","7q32.1"
"SNORA47","Approved symbol","SNORA47","small nucleolar RNA, H/ACA box 47","HGNC:32640","5q13.3"
"SNRNP200","Approved symbol","SNRNP200","small nuclear ribonucleoprotein U5 subunit 200","HGNC:30859","2q11.2"
"SNTA1","Approved symbol","SNTA1","syntrophin alpha 1","HGNC:11167","20q11.21"
"SNX20","Approved symbol","SNX20","sorting nexin 20","HGNC:30390","16q12.1"
"SNX29","Approved symbol","SNX29","sorting nexin 29","HGNC:30542","16p13.13-p13.12"
"SOCS1","Approved symbol","SOCS1","suppressor of cytokine signaling 1","HGNC:19383","16p13.13"
"SOCS2","Approved symbol","SOCS2","suppressor of cytokine signaling 2","HGNC:19382","12q22"
"SOCS3","Approved symbol","SOCS3","suppressor of cytokine signaling 3","HGNC:19391","17q25.3"
"SOD1","Approved symbol","SOD1","superoxide dismutase 1","HGNC:11179","21q22.11"
"SOD2","Approved symbol","SOD2","superoxide dismutase 2","HGNC:11180","6q25.3"
"SOS","Unmatched","","","",""
"SOST","Approved symbol","SOST","sclerostin","HGNC:13771","17q21.31"
"SOX10","Approved symbol","SOX10","SRY-box transcription factor 10","HGNC:11190","22q13.1"
"SOX17","Approved symbol","SOX17","SRY-box transcription factor 17","HGNC:18122","8q11.23"
"SOX2","Approved symbol","SOX2","SRY-box transcription factor 2","HGNC:11195","3q26.33"
"SOX21","Approved symbol","SOX21","SRY-box transcription factor 21","HGNC:11197","13q32.1"
"SOX3","Approved symbol","SOX3","SRY-box transcription factor 3","HGNC:11199","Xq27.1"
"SOX9","Approved symbol","SOX9","SRY-box transcription factor 9","HGNC:11204","17q24.3"
"SP110","Approved symbol","SP110","SP110 nuclear body protein","HGNC:5401","2q37.1"
"SP110","Alias symbol","PMP22","peripheral myelin protein 22","HGNC:9118","17p12"
"SP140","Approved symbol","SP140","SP140 nuclear body protein","HGNC:17133","2q37.1"
"SP7","Approved symbol","SP7","Sp7 transcription factor","HGNC:17321","12q13.13"
"SPANXN4","Approved symbol","SPANXN4","SPANX family member N4","HGNC:33177","Xq27.3"
"SPART","Approved symbol","SPART","spartin","HGNC:18514","13q13.3"
"SPAST","Approved symbol","SPAST","spastin","HGNC:11233","2p22.3"
"SPATA7","Approved symbol","SPATA7","spermatogenesis associated 7","HGNC:20423","14q31.3"
"SPECC1","Approved symbol","SPECC1","sperm antigen with calponin homology and coiled-coil domains 1","HGNC:30615","17p11.2"
"SPEN","Approved symbol","SPEN","spen family transcriptional repressor","HGNC:17575","1p36.21-p36.13"
"SPG11","Approved symbol","SPG11","SPG11 vesicle trafficking associated, spatacsin","HGNC:11226","15q21.1"
"SPG21","Approved symbol","SPG21","SPG21 abhydrolase domain containing, maspardin","HGNC:20373","15q22.31"
"SPG7","Approved symbol","SPG7","SPG7 matrix AAA peptidase subunit, paraplegin","HGNC:11237","16q24.3"
"SPINK1","Approved symbol","SPINK1","serine peptidase inhibitor Kazal type 1","HGNC:11244","5q32"
"SPINK5","Approved symbol","SPINK5","serine peptidase inhibitor Kazal type 5","HGNC:15464","5q32"
"SPINT2","Approved symbol","SPINT2","serine peptidase inhibitor, Kunitz type 2","HGNC:11247","19q13.2"
"SPOP","Approved symbol","SPOP","speckle type BTB/POZ protein","HGNC:11254","17q21.33"
"SPRED1","Approved symbol","SPRED1","sprouty related EVH1 domain containing 1","HGNC:20249","15q14"
"SPRTN","Approved symbol","SPRTN","SprT-like N-terminal domain","HGNC:25356","1q42.2"
"SPTA1","Approved symbol","SPTA1","spectrin alpha, erythrocytic 1","HGNC:11272","1q23.1"
"SPTB","Approved symbol","SPTB","spectrin beta, erythrocytic","HGNC:11274","14q23.3"
"SPTBN2","Approved symbol","SPTBN2","spectrin beta, non-erythrocytic 2","HGNC:11276","11q13.2"
"SPTLC1","Approved symbol","SPTLC1","serine palmitoyltransferase long chain base subunit 1","HGNC:11277","9q22.31"
"SPTLC2","Approved symbol","SPTLC2","serine palmitoyltransferase long chain base subunit 2","HGNC:11278","14q24.3"
"SQSTM1","Approved symbol","SQSTM1","sequestosome 1","HGNC:11280","5q35.3"
"SRC","Approved symbol","SRC","SRC proto-oncogene, non-receptor tyrosine kinase","HGNC:11283","20q11.23"
"SRD5A2","Approved symbol","SRD5A2","steroid 5 alpha-reductase 2","HGNC:11285","2p23.1"
"SRGAP3","Approved symbol","SRGAP3","SLIT-ROBO Rho GTPase activating protein 3","HGNC:19744","3p25.3"
"SRP72","Approved symbol","SRP72","signal recognition particle 72","HGNC:11303","4q12"
"SRPX2","Approved symbol","SRPX2","sushi repeat containing protein X-linked 2","HGNC:30668","Xq22.1"
"SRSF2","Approved symbol","SRSF2","serine and arginine rich splicing factor 2","HGNC:10783","17q25.2"
"SRSF3","Approved symbol","SRSF3","serine and arginine rich splicing factor 3","HGNC:10785","6p21.31-p21.2"
"SRY","Approved symbol","SRY","sex determining region Y","HGNC:11311","Yp11.2"
"SS18","Approved symbol","SS18","SS18 subunit of BAF chromatin remodeling complex","HGNC:11340","18q11.2"
"SS18L1","Approved symbol","SS18L1","SS18L1 subunit of BAF chromatin remodeling complex","HGNC:15592","20q13.33"
"SSBP2","Approved symbol","SSBP2","single stranded DNA binding protein 2","HGNC:15831","5q14.1"
"SSX1","Approved symbol","SSX1","SSX family member 1","HGNC:11335","Xp11.23"
"SSX2","Approved symbol","SSX2","SSX family member 2","HGNC:11336","Xp11.22"
"SSX2B","Approved symbol","SSX2B","SSX family member 2B","HGNC:22263","Xp11.22"
"SSX4","Approved symbol","SSX4","SSX family member 4","HGNC:11338","Xp11.23"
"ST13P1","Approved symbol","ST13P1","ST13, Hsp70 interacting protein pseudogene 1","HGNC:38715","2p25.1"
"ST13P12","Approved symbol","ST13P12","ST13, Hsp70 interacting protein pseudogene 12","HGNC:38787","5q14.2"
"ST3GAL3","Approved symbol","ST3GAL3","ST3 beta-galactoside alpha-2,3-sialyltransferase 3","HGNC:10866","1p34.1"
"ST8SIA4","Approved symbol","ST8SIA4","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4","HGNC:10871","5q21.1"
"STAG1","Approved symbol","STAG1","STAG1 cohesin complex component","HGNC:11354","3q22.3"
"STAG1","Alias symbol","PMEPA1","prostate transmembrane protein, androgen induced 1","HGNC:14107","20q13.31"
"STAG2","Approved symbol","STAG2","STAG2 cohesin complex component","HGNC:11355","Xq25"
"STAR","Approved symbol","STAR","steroidogenic acute regulatory protein","HGNC:11359","8p11.23"
"STAR","Alias symbol","GUCY2C","guanylate cyclase 2C","HGNC:4688","12p12.3"
"STAT1","Approved symbol","STAT1","signal transducer and activator of transcription 1","HGNC:11362","2q32.2"
"STAT2","Approved symbol","STAT2","signal transducer and activator of transcription 2","HGNC:11363","12q13.3"
"STAT3","Approved symbol","STAT3","signal transducer and activator of transcription 3","HGNC:11364","17q21.2"
"STAT4","Approved symbol","STAT4","signal transducer and activator of transcription 4","HGNC:11365","2q32.2-q32.3"
"STAT5A","Approved symbol","STAT5A","signal transducer and activator of transcription 5A","HGNC:11366","17q21.2"
"STAT5B","Approved symbol","STAT5B","signal transducer and activator of transcription 5B","HGNC:11367","17q21.2"
"STAT6","Approved symbol","STAT6","signal transducer and activator of transcription 6","HGNC:11368","12q13.3"
"STIL","Approved symbol","STIL","STIL centriolar assembly protein","HGNC:10879","1p33"
"STK10","Approved symbol","STK10","serine/threonine kinase 10","HGNC:11388","5q35.1"
"STK11","Approved symbol","STK11","serine/threonine kinase 11","HGNC:11389","19p13.3"
"STK19","Previous symbol","WHR1","winged helix repair factor 1","HGNC:11398","6p21.33"
"STK40","Approved symbol","STK40","serine/threonine kinase 40","HGNC:21373","1p34.3"
"STOX1","Approved symbol","STOX1","storkhead box 1","HGNC:23508","10q22.1"
"STRC","Approved symbol","STRC","stereocilin","HGNC:16035","15q15.3"
"STRN","Approved symbol","STRN","striatin","HGNC:11424","2p22.2"
"STS","Approved symbol","STS","steroid sulfatase","HGNC:11425","Xp22.31"
"STX11","Approved symbol","STX11","syntaxin 11","HGNC:11429","6q24.2"
"STX16","Approved symbol","STX16","syntaxin 16","HGNC:11431","20q13.32"
"STXBP2","Approved symbol","STXBP2","syntaxin binding protein 2","HGNC:11445","19p13.2"
"SUB1","Approved symbol","SUB1","SUB1 regulator of transcription","HGNC:19985","5p13.3"
"SUFU","Approved symbol","SUFU","SUFU negative regulator of hedgehog signaling","HGNC:16466","10q24.32"
"SUGCT","Approved symbol","SUGCT","succinyl-CoA:glutarate-CoA transferase","HGNC:16001","7p14.1"
"SUMF1","Approved symbol","SUMF1","sulfatase modifying factor 1","HGNC:20376","3p26.1"
"SUMO2P1","Approved symbol","SUMO2P1","SUMO2 pseudogene 1","HGNC:13985","6p22.1"
"SURF1","Approved symbol","SURF1","SURF1 cytochrome c oxidase assembly factor","HGNC:11474","9q34.2"
"SUZ12","Approved symbol","SUZ12","SUZ12 polycomb repressive complex 2 subunit","HGNC:17101","17q11.2"
"SYF2","Approved symbol","SYF2","SYF2 pre-mRNA splicing factor","HGNC:19824","1p36.11"
"SYK","Approved symbol","SYK","spleen associated tyrosine kinase","HGNC:11491","9q22.2"
"SYNE1","Approved symbol","SYNE1","spectrin repeat containing nuclear envelope protein 1","HGNC:17089","6q25.2"
"SYNE2","Approved symbol","SYNE2","spectrin repeat containing nuclear envelope protein 2","HGNC:17084","14q23.2"
"SYNGAP1","Approved symbol","SYNGAP1","synaptic Ras GTPase activating protein 1","HGNC:11497","6p21.32"
"SYP","Approved symbol","SYP","synaptophysin","HGNC:11506","Xp11.23"
"SYT14","Approved symbol","SYT14","synaptotagmin 14","HGNC:23143","1q32.2"
"SZT2","Approved symbol","SZT2","SZT2 subunit of KICSTOR complex","HGNC:29040","1p34.2"
"TACO1","Approved symbol","TACO1","translational activator of cytochrome c oxidase I","HGNC:24316","17q23.3"
"TACSTD2","Approved symbol","TACSTD2","tumor associated calcium signal transducer 2","HGNC:11530","1p32.1"
"TAF1","Approved symbol","TAF1","TATA-box binding protein associated factor 1","HGNC:11535","Xq13.1"
"TAF15","Approved symbol","TAF15","TATA-box binding protein associated factor 15","HGNC:11547","17q12"
"TAL1","Approved symbol","TAL1","TAL bHLH transcription factor 1, erythroid differentiation factor","HGNC:11556","1p33"
"TAL2","Approved symbol","TAL2","TAL bHLH transcription factor 2","HGNC:11557","9q31.2"
"TAP1","Approved symbol","TAP1","transporter 1, ATP binding cassette subfamily B member","HGNC:43","6p21.32"
"TAP1","Alias symbol","SEC14L2","SEC14 like lipid binding 2","HGNC:10699","22q12.2"
"TAP2","Approved symbol","TAP2","transporter 2, ATP binding cassette subfamily B member","HGNC:44","6p21.32"
"TAP2","Alias symbol","SEC14L3","SEC14 like lipid binding 3","HGNC:18655","22q12.2"
"TARDBP","Approved symbol","TARDBP","TAR DNA binding protein","HGNC:11571","1p36.22"
"TAT","Approved symbol","TAT","tyrosine aminotransferase","HGNC:11573","16q22.2"
"TAZ","Previous symbol","TAFAZZIN","tafazzin, phospholipid-lysophospholipid transacylase","HGNC:11577","Xq28"
"TAZ","Alias symbol","WWTR1","WW domain containing transcription regulator 1","HGNC:24042","3q25.1"
"TBC1D24","Approved symbol","TBC1D24","TBC1 domain family member 24","HGNC:29203","16p13.3"
"TBKBP1","Approved symbol","TBKBP1","TBK1 binding protein 1","HGNC:30140","17q21.32"
"TBL1XR1","Approved symbol","TBL1XR1","TBL1X/Y related 1","HGNC:29529","3q26.32"
"TBP","Approved symbol","TBP","TATA-box binding protein","HGNC:11588","6q27"
"TBX1","Approved symbol","TBX1","T-box transcription factor 1","HGNC:11592","22q11.21"
"TBX20","Approved symbol","TBX20","T-box transcription factor 20","HGNC:11598","7p14.2"
"TBX21","Approved symbol","TBX21","T-box transcription factor 21","HGNC:11599","17q21.32"
"TBX22","Approved symbol","TBX22","T-box transcription factor 22","HGNC:11600","Xq21.1"
"TBX3","Approved symbol","TBX3","T-box transcription factor 3","HGNC:11602","12q24.21"
"TBX4","Approved symbol","TBX4","T-box transcription factor 4","HGNC:11603","17q23.2"
"TBXT","Approved symbol","TBXT","T-box transcription factor T","HGNC:11515","6q27"
"TCAP","Approved symbol","TCAP","titin-cap","HGNC:11610","17q12"
"TCEA1","Approved symbol","TCEA1","transcription elongation factor A1","HGNC:11612","8q11.23"
"TCEA1","Alias symbol","TCEA1P2","transcription elongation factor A1 pseudogene 2","HGNC:29891","3p22"
"TCF12","Approved symbol","TCF12","transcription factor 12","HGNC:11623","15q21.3"
"TCF3","Approved symbol","TCF3","transcription factor 3","HGNC:11633","19p13.3"
"TCF3","Previous symbol","TCF7L1","transcription factor 7 like 1","HGNC:11640","2p11.2"
"TCF7L2","Approved symbol","TCF7L2","transcription factor 7 like 2","HGNC:11641","10q25.2-q25.3"
"TCIRG1","Approved symbol","TCIRG1","T cell immune regulator 1, ATPase H+ transporting V0 subunit a3","HGNC:11647","11q13.2"
"TCL1A","Approved symbol","TCL1A","TCL1 family AKT coactivator A","HGNC:11648","14q32.13"
"TCL1B","Approved symbol","TCL1B","TCL1 family AKT coactivator B","HGNC:11649","14q32.13"
"TCOF1","Approved symbol","TCOF1","treacle ribosome biogenesis factor 1","HGNC:11654","5q32-q33.1"
"TCTA","Approved symbol","TCTA","T cell leukemia translocation altered","HGNC:11692","3p21.31"
"TDP1","Approved symbol","TDP1","tyrosyl-DNA phosphodiesterase 1","HGNC:18884","14q32.11"
"TEC","Approved symbol","TEC","tec protein tyrosine kinase","HGNC:11719","4p12-p11"
"TECR","Approved symbol","TECR","trans-2,3-enoyl-CoA reductase","HGNC:4551","19p13.12"
"TEK","Approved symbol","TEK","TEK receptor tyrosine kinase","HGNC:11724","9p21.2"
"TENT5C","Approved symbol","TENT5C","terminal nucleotidyltransferase 5C","HGNC:24712","1p12"
"TERC","Approved symbol","TERC","telomerase RNA component","HGNC:11727","3q26.2"
"TERT","Approved symbol","TERT","telomerase reverse transcriptase","HGNC:11730","5p15.33"
"TET1","Approved symbol","TET1","tet methylcytosine dioxygenase 1","HGNC:29484","10q21.3"
"TET2","Approved symbol","TET2","tet methylcytosine dioxygenase 2","HGNC:25941","4q24"
"TET3","Approved symbol","TET3","tet methylcytosine dioxygenase 3","HGNC:28313","2p13.1"
"TFAP2A","Approved symbol","TFAP2A","transcription factor AP-2 alpha","HGNC:11742","6p24.3"
"TFAP2B","Approved symbol","TFAP2B","transcription factor AP-2 beta","HGNC:11743","6p12.3"
"TFE3","Approved symbol","TFE3","transcription factor binding to IGHM enhancer 3","HGNC:11752","Xp11.23"
"TFEB","Approved symbol","TFEB","transcription factor EB","HGNC:11753","6p21.1"
"TFG","Approved symbol","TFG","trafficking from ER to golgi regulator","HGNC:11758","3q12.2"
"TFPT","Approved symbol","TFPT","TCF3 fusion partner","HGNC:13630","19q13.42"
